id,name,promptFragment
7bedf5b7-2af1-4162-a658-86e241a7e5fe,Clay Model (Monochrome),"Render this as a clean, white 'clay model' architectural visualization. Use a monochromatic white palette with soft ambient occlusion shadows to highlight form and geometry. Remove all material textures and colors; focus purely on light and massing."
1eabbf72-9e5d-45fb-9f0d-4c078ba6a663,Clean & Bright (Minimalist Utility),"Apply a Clean & Bright Minimalist aesthetic. Use an all-white or very light palette to emphasize hygiene and cleanliness. Install flat-panel cabinetry and white stone countertops. Ensure appliances are stacked or integrated seamlessly. Maximize bright, cool lighting."
994c319b-0c89-4969-8a6a-0c9b5e4e6d15,Clean Vector Line Art,"Clean up this sketch into a professional vector-style line drawing. Straighten messy lines, correct perspective errors, and remove eraser marks or noise. Use uniform black line weights on a pure white background. Focus on clarity and geometric precision."
68896d31-5f38-4455-996f-4db7c4651817,Coastal Fresh,"Redesign this space with a Coastal Fresh vibe. Use a palette of crisp whites and soft sky blues. Incorporate beadboard textures on walls or cabinets. Use light wood flooring to keep the room feeling airy and breezy, evoking a sense of freshness."
17662ba6-8486-4324-b017-e584fd5bf0b9,Coastal | Hamptons,Apply a Coastal Hamptons aesthetic. Use a palette of crisp whites and soft blues. Furnish with high-quality wicker or rattan furniture topped with comfortable cushions. Include beadboard details and natural fiber rugs (jute/sisal). Keep it airy and breezy.
9bc5fa76-2a73-47dc-9faa-dbdce58cd218,Coastal / Hamptons,"Redesign this kitchen with a Coastal / Hamptons aesthetic. Use a palette of crisp whites and soft ocean blues. Install shaker cabinets and perhaps a beadboard ceiling. Use natural materials like light oak flooring and rattan or woven pendant lights to create a breezy, beach-house atmosphere."
8196d1fc-f99f-4a2d-bffd-b4a49a2fb3ef,Corporate Professional,"Apply a Corporate Professional aesthetic. Focus on privacy and acoustics. Use glass partitions to define offices while keeping light flow. Install high-quality commercial carpeting to dampen sound. Stick to a neutral, professional color palette (greys, blues, beiges) that conveys stability."
09717ead-d620-4ad8-aa1d-9f08ba4f0f9f,Cozy Bistro,Maximize this small Balcony with a Cozy Bistro style. Use space-saving furniture like a foldable metal bistro set. Cover concrete floors with interlocking wood deck tiles or an outdoor rug. Add verticality with railing planters and hanging pots to add greenery without losing floor space.
52d8befd-1541-421e-bba2-9b5f3479e7ab,Cozy Reading Nook,"Create a Cozy Reading Nook. Utilize the low space under the sloped eaves for custom built-in shelving and a window seat or daybed. Layer with plenty of soft pillows and blankets. Focus on creating an intimate, quiet hideaway."
63cd8c55-3748-4ec2-8f4a-dd89afc6fd6e,Craftsman,"Design a Craftsman style exterior. Emphasize the front porch with thick, tapered columns (often sitting on stone piers). Use a mix of siding and shingles in earth tones (greens, blues, browns). Highlight architectural details like exposed roof rafters and wide eaves."
5b8ace31-ba29-4f75-87a3-4a2c52c7223e,Creative Huddle Space,"Design a Creative Huddle Space. Abandon the formal table; use lounge seating, bean bags, or high-top stools. Make the walls functional (floor-to-ceiling whiteboards or glass writing surfaces). Use vibrant colors to stimulate energy and brainstorming."
349d3936-96b0-4c42-940a-94c6bbc8a146,Digital Concept Art,"Transform this sketch into a polished digital concept art painting. Use a painterly style with soft edges and dramatic lighting. Focus on atmosphere, mood, and color harmony rather than strict photorealism. Make it look like production art for a film or game."
a1d28b7b-ec76-457e-bc00-e3aa99e55b23,Executive Library (Traditional),"Transform this space into an Executive Library style office. Use rich, dark wood tones (walnut or mahogany) for the desk and shelving. Incorporate built-in bookshelves. Select a substantial leather chair (tufted or high-back). Aim for a scholarly, authoritative, and timeless atmosphere."
e1620f40-099f-4c02-a1c7-2f3bd41252a9,Formal Traditional,Create a Formal Traditional dining room. Use a polished dark wood table (mahogany or cherry). Select high-back upholstered chairs for comfort and elegance. Incorporate classic architectural details like wainscoting and crown molding. Use a crystal chandelier as the centerpiece.
8bf4ddfc-7348-4380-b065-48c532b8059f,Grand Traditional (First Impression),"Design a Grand Traditional foyer. Focus on symmetry and elegance. Use premium flooring like marble (checkered or bordered). Place a central round table with floral arrangements if space permits, or a curated console table with a large mirror. Install a statement chandelier."
68ee5844-c6d3-4a5c-aace-531b7ee4f0dc,High-End Photorealism,"Enhance this rendering into a high-end photorealistic 3D image. Apply physically based rendering (PBR) materials to all surfaces. Use warm, natural sunlight entering from windows, creating realistic shadows. Ensure furniture looks plush and high-quality."
c8a285c4-0cfe-4aea-9ce2-aaebb7fc7309,Industrial Chef's Kitchen,Transform this space into an Industrial Chef's kitchen. Prioritize functionality with commercial-grade stainless steel appliances and countertops. Use open metal shelving instead of upper cabinets. Expose architectural details like brick or ductwork. Use subway tile and concrete finishes.
3628dfdd-e7ca-4e36-96a6-ab36c524fc34,Industrial Chic,"Create an Industrial Chic bathroom. Use white subway tiles with dark grout. distinct black metal accents, particularly for the shower enclosure (Crittall style grid) and faucets. Incorporate raw textures like concrete for the floor or sink area."
817f83d3-dbc2-4450-a589-50a911e831dc,Industrial Creative Studio,"Create an Industrial Creative Studio. Use raw materials like a reclaimed wood desk on metal trestle legs. Feature exposed brick or concrete elements. Include vintage industrial lighting (architect lamps). The vibe should be energetic, raw, and functional."
c6d9e844-1886-468f-99c3-9ad34aa185de,Industrial Loft,"Transform this space into an Industrial Loft style. Incorporate raw materials like exposed brick walls, concrete floors, and visible ductwork. Use black metal finishes and distressed leather furniture. Aim for a masculine, edgy, and spacious warehouse look."
d4996ac3-beed-452a-957a-fcd2af77dd94,Industrial Loft Dining,Transform this into an Industrial dining space. Use a table that combines raw wood (live edge) with heavy metal legs. Pair with metal chairs (like Tolix style) or leather bench seating. Feature exposed elements like brick walls or filament bulb lighting.
b586c674-478d-4253-a2fa-479f971e8966,Industrial Man Cave,"Design an Industrial Man Cave. Embrace raw construction elements like concrete floors and exposed ceiling beams. Add fun elements like neon signage and game tables (foosball, air hockey). Use sturdy metal and wood furniture. Perfect for watching sports and entertaining."
803e93fa-1590-4049-8c8f-2be9500c5d7c,Industrial Open System,"Create an Industrial Open closet system. Use black metal piping for hanging rods and reclaimed wood for open shelving. Expose the walls behind (brick or concrete if possible). Avoid heavy cabinetry in favor of an open, airy, retail-display look."
c74e041c-eeb5-46ab-aa06-4d097b9a132b,Industrial Steel,Create an Industrial staircase. Use a heavy steel structure (blackened metal stringers). Use reclaimed wood or metal grating for the treads. Install a cable railing system or horizontal metal bars. Expose adjacent brick or concrete walls.
abb15f4d-8df1-4488-aa12-c8f0c632c779,Ink & Marker Sketch,Render this as a hand-drawn architectural concept sketch. Use strong black ink outlines for geometry and 'alcohol marker' style coloring for floors and furniture. Keep the lines loose and expressive to suggest a creative design phase.
865544ee-6507-48f6-b29a-3eb677034696,Ink & Watercolor,"Refine this sketch into a professional ink and watercolor illustration. distinct black ink outlines to define the structure, filled with soft, translucent watercolor washes. Use vibrant but natural colors. Keep the artistic, hand-crafted character of the original sketch."
5b9dd8d7-7547-411d-8de3-12b44e6578e6,Japandi (Zen Sanctuary),"Redesign this bedroom in a Japandi style. Blend Scandinavian functionality with Japanese rustic minimalism. Use a low-profile platform bed and natural materials like bamboo, light wood, and linen. Keep colors warm and neutral (cream, beige, stone). Focus on creating a Zen, uncluttered sanctuary."
8f4556eb-c8ea-4ee5-9a04-b5ad7a5d662a,Jungle Adventure,"Transform this room into a Jungle Adventure theme. Use deep greens and earthy browns. Incorporate botanical or animal-themed wallpaper. Add adventurous elements like a canvas teepee, wooden accents, and animal-themed decor. Create a wild but cozy hideout."
75283a80-2e46-478f-a3dd-c84b5c564363,Luxury Fitness Club (Equinox Style),"Design a Luxury Fitness Club aesthetic. Use a dark, moody color palette (charcoal, black, dark wood). Install full-wall mirrors to expand the space. Incorporate architectural lighting (LED strips, recessed lighting). Use sleek, high-end black equipment to mimic an exclusive gym atmosphere."
11a2a969-6f2c-45e1-bd87-a9af89de9f79,Luxury Glamour (Marble),"Design a Luxury Glamour bathroom. Use floor-to-ceiling marble or porcelain tile (Calacatta or Carrara style). Accessorize with brushed gold or brass fixtures (faucets, showerheads). Include elegant lighting features. The goal is a high-end, 5-star hotel suite aesthetic."
41677f4d-f379-406c-b173-4f87930530b6,Mid-Century Balcony,"This style embodies a sophisticated outdoor retreat with a focus on natural materials like teak, walnut, glass, and woven rattan, complemented by concrete elements. The color palette features warm neutrals, charcoal grays, and pops of olive green or mustard yellow, enhancing low-slung, organically shaped furniture with tapered legs. Warm, diffused lighting from iconic globe fixtures creates an inviting and airy atmosphere, seamlessly connecting indoor comfort with the natural environment."
b7d9955d-895b-43d5-8b6b-ec87bae38c28,Mid-Century Modern,"Apply a Mid-Century Modern exterior design. Use low-pitched or flat roofs with wide, overhanging eaves. Incorporate clerestory windows. Use a material palette of brick, wood, and glass. Add a pop of color to the front door (orange or teal)."
d6ce7e38-aa11-4624-8845-ef15fb20d8b6,Mid-Century Style Dining,Apply a Mid-Century Modern aesthetic. Use a walnut or teak dining table with tapered legs. Surround it with iconic chair designs (like Wishbone or molded plastic shell chairs). Install a statement light fixture (sputnik or globe style). Keep the vibe retro-chic and sophisticated.
1d69a6eb-9d0d-4666-a99d-c4e969c4e883,Minimalist Boutique,"Apply a Minimalist Boutique aesthetic. Treat the product like art in a gallery. Use stark, clean backgrounds (white walls, concrete floors). Use minimal shelving and racks—avoid overcrowding. Use dramatic spotlighting to highlight specific items."
117fc0c2-209b-402c-914e-41d1ed922798,Minimalist Potential (White Box),"Stage this room with a strict Minimalist aesthetic. Use only a few key pieces of iconic furniture to establish scale. Keep the walls stark white and the floors bare or simple. The goal is to highlight the architectural volume and natural light of the space, rather than the furniture."
b435e319-44ef-4e72-a037-df5410ac0a59,Modern Contemporary,"Redesign the exterior in a Modern Contemporary style. Use geometric box-like forms and flat roofs. Mix materials like cedar wood siding, smooth concrete, and matte black metal. Install large floor-to-ceiling windows to connect indoor and outdoor spaces."
9f1dc61c-8b8a-434e-8346-692decaad4ef,Modern Family Rec Room,"Design a Modern Family Rec Room. Prioritize versatility for both adults and kids. Use durable, comfortable furniture like a large sectional. Include plenty of built-in storage for toys and games. Keep the color palette bright, neutral, and inviting"
fd2670fa-b25e-4d63-b743-a7789a969601,Modern Farmhouse,"Redesign this dining room in a Modern Farmhouse style. Center the room around a substantial, rustic wooden dining table. Pair it with black timber chairs (e.g., Windsor style) or a bench. Use an iron linear chandelier or lantern lighting. Keep walls bright (white or cream) with optional shiplap texture."
2020bb60-6b32-4360-b25a-9e1e63012c26,Modern Farmhouse Exterior,Apply a Modern Farmhouse exterior aesthetic. Use white vertical board-and-batten siding. Install a high-contrast black standing-seam metal roof or black shingles. Use black window frames and rustic timber accents (columns or headers). Keep the look crisp and high-contrast.
5405d9cc-30da-455f-8a52-f4c87413ec07,Modern Farmhouse Laundry Room,"Design a Modern Farmhouse utility space. Use white shiplap walls and shaker-style cabinetry (white, sage green, or navy). Include rustic accents like a wooden bench, woven storage baskets, and a ceramic farmhouse sink. Keep it cozy but highly functional."
1d326da4-85fb-400b-a7ca-e5c7f7c32ddb,Modern Functional (Mudroom Hybrid),Apply a Modern Functional design. Prioritize organization. Include built-in seating (bench) with shoe storage. Use wall hooks or a sleek coat rack. Keep lines clean and simple with a large mirror to check appearance before leaving. Use durable flooring.
07ff25d9-40bd-4247-8fb9-5adf13929a3e,Modern Infinity,"Design a Modern Infinity Pool. The water should appear flush with the deck (knife-edge or perimeter overflow) for a mirror-like effect. Use light-colored stone coping (limestone or travertine). Keep the surrounding deck uncluttered with sleek, modern loungers."
c4093b98-9e1d-4ae7-877e-1601e170d028,Modern Lounge,"Create a Modern Sunroom Lounge. Treat this space as a seamless extension of a modern home. Use sleek, low-profile furniture that doesn't obstruct the view. Incorporate black-framed windows and polished concrete or light wood flooring. Keep decor minimal to focus on the outdoors."
a733e572-f7b7-47f7-b8fd-675d17f72f17,Modern Marketing Plan (2D),"Create a clean, modern 2D marketing floor plan. Use flat colors and vector-like lines. Render walls in solid grey or black. Color code the flooring (e.g., light wood for living areas, tiles for wet areas) but keep it flat without 3D shadows. Focus on clarity and readability for real estate listings."
98ec62c3-33e8-4ae1-b483-65d5c3c10229,Modern Minimalist,"Redesign this room in a Modern Minimalist style. Focus on clean lines, open space, and a monochromatic color palette (whites, greys, and blacks). Use functional furniture with simple geometric shapes. Remove all clutter and ornamentation. Maximize natural light."
e1c8eec9-b22f-45ae-8b61-380e2ad85266,Modern Minimalist Closet,Apply a Modern Minimalist design. Focus on clean lines and concealed storage. Use flat-panel cabinetry in white or light grey. Ensure the layout is highly organized with a place for everything. Keep the aesthetic airy and clutter-free.
abdc3623-f0d6-4141-b833-f2d25504c40e,Modern Oasis (Concrete & Fire),"Design a Modern Backyard Oasis. Use large-format concrete pavers with grass or gravel grout lines. Install a sleek, rectangular gas fire pit as the focal point. Furnish with modern, weather-resistant sofas. Keep landscaping structural and minimal."
25dd52da-1abc-4ff4-8605-849b82d54f9e,Modern Productivity Office (Minimalist),"Design a Modern Minimalist home office. Focus on a distraction-free environment with clean lines and a white or neutral color palette. Include a sleek desk and a high-quality ergonomic office chair. Keep clutter to a minimum, utilizing hidden storage or simple floating shelves."
e5bdc79e-2b5d-44a4-b1a9-0ed974e34359,Modern Real Estate Staging (Neutral),"Virtually stage this empty room for Real Estate marketing. Use a 'Modern Transitional' style with a neutral color palette (beiges, greys, whites) to appeal to the widest audience. select perfectly scaled furniture that shows off the room's potential without cluttering it. Ensure lighting is bright and inviting."
51c8b59e-5789-4957-943d-f9f6b2a88930,Modern Spa (Zen/Japandi),"ransform this bathroom into a Modern Spa sanctuary. Use natural materials like teak wood, slate, or river stone. Center the design around a freestanding soaking tub if space permits. Use soft, warm ambient lighting and include greenery to create a calming, Zen-like atmosphere."
d0e560ac-bf7d-4b2d-a547-e911eaa1fc69,Montessori Minimalist,"Apply a Montessori Minimalist design philosophy. Everything should be accessible to the child. Use a low floor bed and low, open shelving for toys and books. Keep the room spacious and uncluttered to foster independence and focus. Use neutral, calming colors."
af5de8fc-23c8-456c-8b90-599188950ebd,Moody & Bold (Patterned),"Create a Moody & Bold utility room. Use deep, rich cabinet colors like navy blue, forest green, or charcoal. Pair this with statement flooring—specifically bold, patterned encaustic or geometric tiles. Add metallic accents (brass or gold) for a touch of luxury in a small space."
bbbdc645-41e8-4afe-96b6-a6b964148e6a,Nordic Serenity Balcony,"This style combines modern minimalism with a Nordic aesthetic, focusing on warmth, functionality, and abundant natural light. The color palette is bright and airy, dominated by crisp whites, pale greys, and light blonde wood, with subtle touches of soft pastels or natural earth tones. Materials include unfinished or lightly treated light wood, woven natural fibers (like rattan or wool), and matte ceramics, promoting a cozy yet clean feel. Furniture is ergonomic, simple, and often multi-functional, prioritizing comfort without clutter. Soft, diffused natural light is paramount, creating an inviting and serene atmosphere, complemented by simple, warm ambient lighting for evenings."
8750e960-7ca9-459d-ac22-20b4d815947a,Photorealistic Rendering (Sketch-to-Reality),"Interpret this rough sketch and generate a high-quality, photorealistic image based on the lines provided. Hallucinate realistic details, textures, and lighting to fill in the gaps. Turn the sketched outlines into real objects (e.g., turn a square outline into a realistic wooden table, squiggles into lush plants)."
f9658041-3eef-441d-8d7b-d502efcb0416,Realistic 3D (Orthographic),"Transform this into a high-quality photorealistic 3D floor plan rendering. Use an orthographic top-down view. Apply realistic textures (wood flooring, tiled bathrooms), soft global illumination shadows, and ambient occlusion to show depth. Furnish the space with modern furniture proportional to the rooms."
7701a5e2-f96a-4ccb-a6f0-a4b7b621d638,Restoration / Declutter,"Perform a General Restoration and Declutter. Identify any mess, garbage, or wear-and-tear in the image and remove it. Repair damaged surfaces (cracked walls, stained floors). Improve the lighting to be bright and natural. Do not significantly change the furniture style, just make the existing space look new and clean."
2dcb5faf-0d0a-45b1-9013-ed064cd722de,Retro Arcade (80s),"Create a Retro Arcade theme. Draw inspiration from 1980s arcades. Use bold patterns like checkered flooring or neon-printed carpets. Line the walls with vintage arcade cabinets or pinball machines. Use vibrant, colorful lighting to create a nostalgic, energetic mood."
fa1ebe18-ae36-45a2-8536-8ca2177689a4,Rustic Beam Cabin,"Transform this attic into a Rustic Cabin retreat. Highlight the architectural structure by exposing heavy wooden beams. Use warm wood paneling on the ceiling or walls. Furnish with cozy, hearty textiles like wool and plaid. Create a warm, enclosed, and safe atmosphere."
42752226-ef95-4f18-950f-a301eb18dff9,Rustic Outdoor Living (Pergola),"Create a Rustic Outdoor Living space. Build a wooden pergola to define the area and provide shade. Use natural flagstone for the patio surface. Incorporate a stone outdoor fireplace or pizza oven. Furnish with a large, sturdy wooden dining table."
9fc01dca-82a4-4b5a-a782-50ea0aa449e6,Scandi / Japandi Focus,"Apply a Scandi / Japandi aesthetic to this workspace. Use light-colored woods (ash/oak) and soft textiles (linen curtains or rugs). distinct natural light and add indoor plants to reduce stress. Keep the color palette soft, warm, and neutral."
7abf4158-a1cf-4736-93cf-82d3339ad4f5,Scandi Minimalist,Design a Scandinavian Minimalist dining area. Focus on light woods (ash or white oak) and simple forms. Use a round or oval table to soften the space. Keep decor minimal—perhaps a single vase with branches. Ensure the lighting is soft and diffused (paper or matte metal pendants).
9b6b9bbf-8dae-4e7e-8757-1a9fc10fa760,Scandi Neutral (Nursery),"Design a Scandi Neutral nursery. Use a soothing palette of creams, warm greys, and soft sage greens. Incorporate light wood furniture (crib, changing table) and natural textures like wool and sheepskin. Keep the atmosphere calm, bright, and uncluttered."
0f83a83e-a0b4-4349-855a-95a355160d64,Scandi (Scandinavian),"Apply a Scandinavian (Scandi) design aesthetic. Use light-colored woods (like ash or pine), soft neutral colors, and cozy textures (wool, linen). Prioritize functionality and a 'hygge' atmosphere. Include botanical accents and simple, elegant furniture."
335be73a-495b-47d6-be14-be6654694de7,Spanish / Mediterranean,"Transform this exterior into a Spanish / Mediterranean style. Apply warm white or cream stucco texture to the walls. Use red terracotta barrel tiles for the roof. Incorporate arched windows, wrought iron details, and perhaps some decorative tile work around the entrance."
e3e63dbc-4af7-4433-9410-dbbe78c24881,Tech Startup (Open Plan),Design a Modern Tech Startup office. Embrace an open-plan layout with rows of shared white bench desks. Use industrial elements like polished concrete floors and exposed ceilings. Add acoustic baffles or clouds overhead. Inject energy with pops of vibrant color and collaborative breakout zones.
6b4e0b5a-d988-4f16-bc45-1c00afc58d9d,Traditional Elegant (Runner),"Apply a Traditional Elegant design. Contrast dark wood treads with crisp white painted risers. Install a patterned carpet runner down the center, secured with metallic stair rods (brass or nickel). Use classic turned spindles for the banister."
283a435a-6bfc-41e5-84f3-27e5f6678e0b,Tropical Lagoon,"Create a Tropical Lagoon pool. Use a freeform, organic shape rather than a rectangle. Incorporate natural boulders and a waterfall feature. Use a darker plaster finish to make the water look deep and ocean-like. Surround with dense tropical landscaping."
3646d1e5-38f4-4835-8c7a-38a5621822a5,Urban Lounge,"Design an Urban Rooftop Lounge. Focus on the view—use seamless glass railings. Create social zones with sectional seating and fire tables. Incorporate ambient lighting (string lights, lanterns) for evening use. Add a bar area for entertaining."
0f5139ee-7912-4fea-8547-1452e65bd1fa,Urban Zen Balcony,"This style embodies a serene, nature-inspired minimalism using a muted color palette of cool whites, soft greys, and natural wood tones, accented by subtle muted greens from planting. Materials include smooth concrete, light oak or bamboo, and woven textures, creating a calming tactile experience. Furniture is low-profile and organic, featuring clean lines and comfortable seating, complemented by soft, indirect lighting that enhances a tranquil atmosphere. Key elements are integrated planters with lush, simple foliage and carefully placed ambient light sources, fostering a peaceful escape."
6573d29f-e1df-4d89-84e9-da06ba09d415,Vintage Traditional,"Redesign this space in a Vintage Traditional style. Incorporate classic elements like a clawfoot bathtub, a pedestal sink, and wainscoting on the lower walls. Use black and white patterned floor tiles and chrome cross-handle faucets to complete the timeless look."
962d1d4f-dd84-49be-9514-dab8972351cf,Watercolor Illustration,"Apply an artistic watercolor architectural illustration style. Use a white paper texture background. Render the layout with soft edges, pastel color washes, and a hand-painted aesthetic. Highlight landscape/plants with soft greens and living areas with warm tones."
744b47a3-8de0-4bde-b062-7d424e9cc8fd,Whimsical Fairytale,"Create a Whimsical Fairytale room. Use a soft pastel color palette (blush pinks, powder blues, lavenders). Incorporate magical elements like wall murals (clouds, forests), canopy beds, or house-frame beds. Add soft accent lighting like fairy lights to create a dreamy vibe."
8c373ec6-f02b-4a06-8ce1-ce47f0e4573b,Wireframe Tech (Holographic),"Transform this image into a technical wireframe rendering. Use a dark background. Outline all edges and furniture in glowing blue or white lines, simulating a CAD software view or a holographic projection. Emphasize structure over texture."
79ee68c9-9faa-4353-bb71-4c4d1a64bc2b,Xeriscaping (Desert Modern),"Design a Xeriscape (Desert Modern) garden. Remove water-hungry lawns and replace them with decorative gravel or decomposed granite. Plant drought-tolerant species like agave, yucca, and succulents. Use Corten steel or concrete planters for architectural structure."
67ba2bad-472a-4202-8829-6d0e6e076a6e,Zen Garden (Japanese),"Create a Japanese Zen Garden. Use elements like raked sand or gravel to represent water. Place large, mossy rocks deliberately. Plant Japanese maples, bamboo, and shaped evergreens. Focus on asymmetry, balance, and tranquility."
9db38f5d-5b60-4937-87c2-9eb6dbf647ec,Zen Yoga Studio,"Transform this space into a Zen Yoga Studio. Focus on serenity and mindfulness. Use warm, light wood flooring and soft white walls. Incorporate natural elements like indoor plants and natural light. Keep the space open and uncluttered, dedicated to movement and meditation."
